"molecule"	"famille"
"dalteparine sodique"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"danaparoide sodique"	"hyperkaliémiants"
"danaparoide sodique"	"héparines"
"danaparoide sodique"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"danaparoide sodique"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"dapoxétine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"dapoxétine"	"médicaments sédatifs"
"darifenacine"	"médicaments atropiniques"
"darunavir"	"inhibiteurs de protéases boostés par ritonavir"
"dasatinib"	"inhibiteurs des tyrosine kinases"
"dasatinib"	"substrats à risque du CYP3A4"
"daunorubicine"	"cytotoxiques"
"décitabine"	"cytotoxiques"
"delorazepam"	"benzodiazépines et apparentés"
"delorazepam"	"médicaments sédatifs"
"déméclocycline"	"cyclines"
"desflurane"	"anesthésiques volatils halogénés"
"desipramine"	"antidépresseurs imipraminiques"
"desipramine"	"médicaments abaissant le seuil épileptogène"
"desipramine"	"médicaments atropiniques"
"desipramine"	"médicaments à l'origine d'une hypotension orthostatique"
"desirudine"	"hyperkaliémiants"
"desirudine"	"héparines"
"desirudine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"desirudine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"deslanoside"	"bradycardisants"
"desmopressine"	"hyponatrémiants"
"desogestrel"	"progestatifs contraceptifs"
"desoxycortone"	"minéralocorticoïdes"
"dexamethasone"	"glucocorticoïdes (sauf hydrocortisone)"
"dexamethasone"	"hypokaliémiants"
"dexchlorpheniramine"	"médicaments atropiniques"
"dexchlorpheniramine"	"médicaments sédatifs"
"dexketoprofene trometamol"	"anti-inflammatoires non stéroïdiens"
"dexketoprofene trometamol"	"hyperkaliémiants"
"dexmédétomidine"	"médicaments sédatifs"
"dexrazoxane"	"cytotoxiques"
"dextran"	"dextran 40"
"dextromethorphane"	"antitussifs morphine-like"
"dextromethorphane"	"morphiniques"
"dextromethorphane"	"médicaments sédatifs"
"dextromoramide"	"analgésiques morphiniques agonistes"
"dextromoramide"	"analgésiques morphiniques de palier III"
"dextromoramide"	"morphiniques"
"dextromoramide"	"médicaments sédatifs"
"di(acefylline) diphenhydramine"	"médicaments atropiniques"
"di(acefylline) diphenhydramine"	"médicaments sédatifs"
"diazepam"	"benzodiazépines et apparentés"
"diazepam"	"médicaments sédatifs"
"dibekacine"	"aminosides"
"dibekacine"	"médicaments néphrotoxiques"
"dibekacine"	"médicaments ototoxiques"
"dicitrate trimagnesien"	"citrates"
"diclofenac"	"anti-inflammatoires non stéroïdiens"
"diclofenac"	"hyperkaliémiants"
"dicloxacilline"	"pénicillines"
"dienogest"	"estroprogestatifs contraceptifs"
"dienogest"	"progestatifs contraceptifs"
"diethylstilbestrol"	"estrogènes non contraceptifs"
"digitoxine"	"bradycardisants"
"digitoxine"	"digitaliques"
"digoxine"	"bradycardisants"
"digoxine"	"digitaliques"
"dihexyverine"	"médicaments atropiniques"
"dihydralazine"	"antihypertenseurs sauf alpha-bloquants"
"dihydralazine"	"médicaments abaissant la pression artérielle"
"dihydrocodeine"	"analgésiques morphiniques agonistes"
"dihydrocodeine"	"analgésiques morphiniques de palier II"
"dihydrocodeine"	"morphiniques"
"dihydrocodeine"	"médicaments sédatifs"
"dihydroergotamine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"dihydroergotamine"	"substrats à risque du CYP3A4"
"diltiazem"	"antagonistes des canaux calciques"
"diltiazem"	"antiarythmiques"
"diltiazem"	"antihypertenseurs sauf alpha-bloquants"
"diltiazem"	"bradycardisants"
"diltiazem"	"médicaments abaissant la pression artérielle"
"dimenhydrinate"	"médicaments atropiniques"
"dimenhydrinate"	"médicaments sédatifs"
"dinitrate d'isosorbide"	"dérivés nitrés et apparentés"
"dinitrate d'isosorbide"	"médicaments à l'origine d'une hypotension orthostatique"
"diosmectite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"diphemanil"	"médicaments susceptibles de donner des torsades de pointes"
"diphemanil"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"diphenhydramine"	"médicaments atropiniques"
"diphenhydramine"	"médicaments sédatifs"
"dirithromycine"	"macrolides (sauf spiramycine)"
"disopyramide"	"antiarythmiques"
"disopyramide"	"antiarythmiques classe I (sauf lidocaïne)"
"disopyramide"	"antiarythmiques classe Ia"
"disopyramide"	"bradycardisants"
"disopyramide"	"médicaments atropiniques"
"disopyramide"	"médicaments susceptibles de donner des torsades de pointes"
"disopyramide"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"disulfirame"	"antabuse (réaction)"
"docetaxel"	"cytotoxiques"
"docetaxel"	"substrats à risque du CYP3A4"
"dofetilide"	"antiarythmiques"
"dofetilide"	"médicaments susceptibles de donner des torsades de pointes"
"dofetilide"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"dolasetron"	"médicaments susceptibles de donner des torsades de pointes"
"dolasetron"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"domperidone"	"médicaments susceptibles de donner des torsades de pointes"
"domperidone"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"donepezil"	"anticholinestérasiques"
"donepezil"	"bradycardisants"
"dopamine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"dosulepine"	"antidépresseurs imipraminiques"
"dosulepine"	"médicaments abaissant le seuil épileptogène"
"dosulepine"	"médicaments atropiniques"
"dosulepine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxazosine"	"alphabloquants à visée urologique"
"doxazosine"	"antihypertenseurs alpha-bloquants"
"doxazosine"	"médicaments abaissant la pression artérielle"
"doxazosine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxepine"	"antidépresseurs imipraminiques"
"doxepine"	"médicaments abaissant le seuil épileptogène"
"doxepine"	"médicaments atropiniques"
"doxepine"	"médicaments sédatifs"
"doxepine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxorubicine"	"cytotoxiques"
"doxycycline"	"cyclines"
"doxylamine"	"hypnotiques"
"doxylamine"	"médicaments atropiniques"
"doxylamine"	"médicaments sédatifs"
"dronedarone"	"antiarythmiques"
"dronedarone"	"bradycardisants"
"dronedarone"	"médicaments susceptibles de donner des torsades de pointes"
"dronedarone"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"droperidol"	"médicaments abaissant le seuil épileptogène"
"droperidol"	"médicaments susceptibles de donner des torsades de pointes"
"droperidol"	"médicaments sédatifs"
"droperidol"	"médicaments à l'origine d'une hypotension orthostatique"
"droperidol"	"neuroleptiques"
"droperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"droperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"drospirenone"	"hyperkaliémiants"
"drospirenone"	"progestatifs contraceptifs"
"duloxetine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"duloxetine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"dydrogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"efavirenz"	"inducteurs enzymatiques"
"eletriptan"	"triptans"
"eletriptan"	"triptans non métabolisés par la MAO"
"enalapril"	"antihypertenseurs sauf alpha-bloquants"
"enalapril"	"hyperkaliémiants"
"enalapril"	"inhibiteurs de l'enzyme de conversion"
"enalapril"	"médicaments abaissant la pression artérielle"
"enflurane"	"anesthésiques volatils halogénés"
"enoxacine"	"fluoroquinolones"
"enoxaparine"	"hyperkaliémiants"
"enoxaparine"	"héparines"
"enoxaparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"enoxaparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"entacapone"	"antiparkinsoniens dopaminergiques"
"entacapone"	"dopaminergiques"
"entacapone"	"inhibiteurs de la catéchol-O-méthyltransférase (COMT)"
"entacapone"	"médicaments sédatifs"
"entacapone"	"médicaments à l'origine d'une hypotension orthostatique"
"enzalutamide"	"inducteurs enzymatiques"
"ephedrine"	"sympathomimétiques indirects"
"epirubicine"	"cytotoxiques"
"eplerenone"	"antihypertenseurs sauf alpha-bloquants"
"eplerenone"	"diurétiques"
"eplerenone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"eplerenone"	"hyperkaliémiants"
"eplerenone"	"hyponatrémiants"
"eplerenone"	"médicaments abaissant la pression artérielle"
"epoprostenol"	"antiagrégants plaquettaires"
"eprosartan"	"antagonistes des récepteurs de l'angiotensine II"
"eprosartan"	"antihypertenseurs sauf alpha-bloquants"
"eprosartan"	"hyperkaliémiants"
"eprosartan"	"médicaments abaissant la pression artérielle"
"eptifibatide"	"antiagrégants plaquettaires"
"ergocalciferol"	"vitamine D"
"ergotamine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"ergotamine"	"substrats à risque du CYP3A4"
"éribuline"	"cytotoxiques"
"erlotinib"	"inhibiteurs des tyrosine kinases"
"erlotinib"	"substrats à risque du CYP3A4"
"ertapenem"	"pénems"
"erythromycine"	"inhibiteurs puissants du CYP3A4"
"erythromycine"	"macrolides (sauf spiramycine)"
"erythromycine"	"médicaments susceptibles de donner des torsades de pointes"
"erythromycine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"escitalopram"	"hyponatrémiants"
"escitalopram"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"escitalopram"	"médicaments abaissant le seuil épileptogène"
"escitalopram"	"médicaments susceptibles de donner des torsades de pointes"
"escitalopram"	"médicaments à l'origine d'un syndrome sérotoninergique"
"escitalopram"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"eslicarbamazépine"	"inducteurs enzymatiques"
"esmolol"	"bradycardisants"
"esomeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"estazolam"	"benzodiazépines et apparentés"
"estazolam"	"hypnotiques"
"estazolam"	"médicaments sédatifs"
"estradiol"	"estrogènes non contraceptifs"
"estradiol"	"estroprogestatifs contraceptifs"
"estramustine"	"cytotoxiques"
"estriol"	"estrogènes non contraceptifs"
"estrogenes sulfoconjugues equins"	"estrogènes non contraceptifs"
"estrone"	"estrogènes non contraceptifs"
"etanercept"	"anti-TNF alpha"
"ethinylestradiol"	"estroprogestatifs contraceptifs"
"ethosuximide"	"anticonvulsivants métabolisés"
"ethylmorphine"	"antitussifs morphiniques vrais"
"ethylmorphine"	"morphiniques"
"ethylmorphine"	"médicaments sédatifs"
"etifoxine"	"médicaments sédatifs"
"etilefrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"etodolac"	"anti-inflammatoires non stéroïdiens"
"etodolac"	"hyperkaliémiants"
"etonogestrel"	"progestatifs contraceptifs"
"etoposide"	"cytotoxiques"
"etorecoxib"	"anti-inflammatoires non stéroïdiens"
"etorecoxib"	"hyperkaliémiants"
"etretinate"	"rétinoïdes"
"eucalyptus"	"médicaments abaissant le seuil épileptogène"
"eugenol"	"médicaments abaissant le seuil épileptogène"
"everolimus"	"immunosuppresseurs"
"everolimus"	"substrats à risque du CYP3A4"
"famotidine"	"antisécrétoires antihistaminiques H2"
"fampridines"	"bradycardisants"
"fampridines"	"médicaments abaissant le seuil épileptogène"
"febuxostat"	"inhibiteurs de la xanthine oxydase"
"felbamate"	"anticonvulsivants métabolisés"
"felodipine"	"antagonistes des canaux calciques"
"felodipine"	"antihypertenseurs sauf alpha-bloquants"
"felodipine"	"dihydropyridines"
"felodipine"	"médicaments abaissant la pression artérielle"
"fenbufene"	"anti-inflammatoires non stéroïdiens"
"fenbufene"	"hyperkaliémiants"
"fenofibrate"	"fibrates"
"fenoprofene"	"anti-inflammatoires non stéroïdiens"
"fenoprofene"	"hyperkaliémiants"
"fenspiride"	"médicaments sédatifs"
"fentanyl"	"analgésiques morphiniques agonistes"
"fentanyl"	"analgésiques morphiniques de palier III"
"fentanyl"	"morphiniques"
"fentanyl"	"médicaments sédatifs"
"fentanyl"	"substrats à risque du CYP3A4"
"fesoterodine"	"médicaments atropiniques"
"fingolimod"	"bradycardisants"
"flecainide"	"antiarythmiques"
"flecainide"	"antiarythmiques classe I (sauf lidocaïne)"
"fleroxacine"	"fluoroquinolones"
"fluanisone"	"médicaments sédatifs"
"fluanisone"	"médicaments à l'origine d'une hypotension orthostatique"
"fluanisone"	"neuroleptiques"
"fluconazole"	"antifongiques azolés"
"fludarabine"	"cytotoxiques"
"fludiazepam"	"benzodiazépines et apparentés"
"fludiazepam"	"médicaments sédatifs"
"fludrocortisone"	"hypokaliémiants"
"fludrocortisone"	"minéralocorticoïdes"
"fluindione"	"anticoagulants oraux"
"fluindione"	"antivitamines K"
"flunarizine"	"médicaments atropiniques"
"flunarizine"	"médicaments sédatifs"
"flunitrazepam"	"benzodiazépines et apparentés"
"flunitrazepam"	"hypnotiques"
"flunitrazepam"	"médicaments sédatifs"
"fluorouracile"	"cytotoxiques"
"fluorouracile"	"fluorouracile (et, par extrapolation, tegafur et capécitabine)"
"fluoxetine"	"hyponatrémiants"
"fluoxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluoxetine"	"médicaments abaissant le seuil épileptogène"
"fluoxetine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"flupentixol"	"médicaments atropiniques"
"flupentixol"	"médicaments susceptibles de donner des torsades de pointes"
"flupentixol"	"médicaments sédatifs"
"flupentixol"	"médicaments à l'origine d'une hypotension orthostatique"
"flupentixol"	"neuroleptiques"
"flupentixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"flupentixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"fluphenazine"	"médicaments abaissant le seuil épileptogène"
"fluphenazine"	"médicaments atropiniques"
"fluphenazine"	"médicaments susceptibles de donner des torsades de pointes"
"fluphenazine"	"médicaments sédatifs"
"fluphenazine"	"médicaments à l'origine d'une hypotension orthostatique"
"fluphenazine"	"neuroleptiques"
"fluphenazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"fluphenazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"flurazepam"	"benzodiazépines et apparentés"
"flurazepam"	"médicaments sédatifs"
"flurbiprofene"	"anti-inflammatoires non stéroïdiens"
"flurbiprofene"	"hyperkaliémiants"
"fluticasone"	"autres corticoïdes, notamment inhalés"
"fluvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"fluvoxamine"	"hyponatrémiants"
"fluvoxamine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluvoxamine"	"médicaments abaissant le seuil épileptogène"
"fluvoxamine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"fondaparinux"	"hyperkaliémiants"
"fondaparinux"	"héparines"
"fondaparinux"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"fondaparinux"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"fosamprenavir"	"amprénavir (et, par extrapolation, fosamprénavir)"
"fosamprenavir"	"inhibiteurs de protéases boostés par ritonavir"
"foscarnet"	"médicaments néphrotoxiques"
"fosinopril"	"antihypertenseurs sauf alpha-bloquants"
"fosinopril"	"hyperkaliémiants"
"fosinopril"	"inhibiteurs de l'enzyme de conversion"
"fosinopril"	"médicaments abaissant la pression artérielle"
"fosphenytoine"	"anticonvulsivants inducteurs enzymatiques"
"fosphenytoine"	"anticonvulsivants métabolisés"
"fosphenytoine"	"inducteurs enzymatiques"
"fosphenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"fotemustine"	"cytotoxiques"
"frovatriptan"	"triptans"
"frovatriptan"	"triptans non métabolisés par la MAO"
"furazolidone"	"antabuse (réaction)"
"furosemide"	"antihypertenseurs sauf alpha-bloquants"
"furosemide"	"diurétiques"
"furosemide"	"diurétiques de l'anse"
"furosemide"	"diurétiques hypokaliémiants"
"furosemide"	"hypokaliémiants"
"furosemide"	"hyponatrémiants"
"furosemide"	"médicaments abaissant la pression artérielle"
"furosemide"	"médicaments ototoxiques"
"galantamine"	"anticholinestérasiques"
"galantamine"	"bradycardisants"
"ganciclovir"	"médicaments néphrotoxiques"
"gefitinib"	"inhibiteurs des tyrosine kinases"
"gefitinib"	"substrats à risque du CYP3A4"
"gel d'hydroxyde d'aluminium et de carbonate de magnesium codesseches"	"aluminium (sels)"
"gel d'hydroxyde d'aluminium et de carbonate de magnesium codesseches"	"topiques gastro-intestinaux, antiacides et adsorbants"
"gemcitabine"	"cytotoxiques"
"gemfibrozil"	"fibrates"
"gemifloxacine"	"fluoroquinolones"
"gentamicine"	"aminosides"
"gentamicine"	"médicaments néphrotoxiques"
"gentamicine"	"médicaments ototoxiques"
"glibenclamide"	"antabuse (réaction)"
"glibenclamide"	"sulfamides hypoglycémiants"
"glibornuride"	"sulfamides hypoglycémiants"
"gliclazide"	"sulfamides hypoglycémiants"
"glimepiride"	"sulfamides hypoglycémiants"
"glipizide"	"antabuse (réaction)"
"glipizide"	"sulfamides hypoglycémiants"
"golimumab"	"anti-TNF alpha"
"griseofulvine"	"antabuse (réaction)"
"guanfacine"	"médicaments abaissant la pression artérielle"
"halazepam"	"benzodiazépines et apparentés"
"halazepam"	"médicaments sédatifs"
"halofantrine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"halofantrine"	"médicaments susceptibles de donner des torsades de pointes"
"halofantrine"	"substrats à risque du CYP3A4"
"haloperidol"	"médicaments abaissant le seuil épileptogène"
"haloperidol"	"médicaments susceptibles de donner des torsades de pointes"
"haloperidol"	"médicaments sédatifs"
"haloperidol"	"médicaments à l'origine d'une hypotension orthostatique"
"haloperidol"	"neuroleptiques"
"haloperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"haloperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"halothane"	"anesthésiques volatils halogénés"
"haloxazolam"	"benzodiazépines et apparentés"
"haloxazolam"	"médicaments sédatifs"
"heparine calcique"	"hyperkaliémiants"
"heparine calcique"	"héparines"
"heparine calcique"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine calcique"	"héparines non fractionnées (doses préventives)"
"heparine sodique"	"hyperkaliémiants"
"heparine sodique"	"héparines"
"heparine sodique"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine sodique"	"héparines non fractionnées (doses préventives)"
"heparine sodique/iodure de sodium"	"hyperkaliémiants"
"heparine sodique/iodure de sodium"	"héparines"
"heparine sodique/iodure de sodium"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine sodique/iodure de sodium"	"héparines non fractionnées (doses préventives)"
"hexobarbital"	"barbituriques"
"hexylresorcinol"	"spermicides"
"histapyrrodine"	"médicaments atropiniques"
"histapyrrodine"	"médicaments sédatifs"
"homatropine"	"médicaments atropiniques"
"hydrochlorothiazide"	"antihypertenseurs sauf alpha-bloquants"
"hydrochlorothiazide"	"diurétiques"
"hydrochlorothiazide"	"diurétiques hypokaliémiants"
"hydrochlorothiazide"	"diurétiques thiazidiques et apparentés"
"hydrochlorothiazide"	"hypokaliémiants"
"hydrochlorothiazide"	"hyponatrémiants"
"hydrochlorothiazide"	"médicaments abaissant la pression artérielle"
"hydrocortisone"	"hypokaliémiants"
"hydromorphone"	"analgésiques morphiniques agonistes"
"hydromorphone"	"analgésiques morphiniques de palier III"
"hydromorphone"	"morphiniques"
"hydromorphone"	"médicaments sédatifs"
"hydroquinidine"	"antiarythmiques"
"hydroquinidine"	"antiarythmiques classe I (sauf lidocaïne)"
"hydroquinidine"	"antiarythmiques classe Ia"
"hydroquinidine"	"bradycardisants"
"hydroquinidine"	"médicaments susceptibles de donner des torsades de pointes"
"hydroquinidine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"hydrotalcite"	"aluminium (sels)"
"hydrotalcite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"hydroxycarbamide"	"cytotoxiques"
"hydroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"hydroxyzine"	"médicaments atropiniques"
"hydroxyzine"	"médicaments sédatifs"
"ibuprofene"	"anti-inflammatoires non stéroïdiens"
"ibuprofene"	"hyperkaliémiants"
"ibutilide"	"antiarythmiques"
"ibutilide"	"médicaments susceptibles de donner des torsades de pointes"
"ibutilide"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"idarubicine"	"cytotoxiques"
"ifosfamide"	"cytotoxiques"
"ifosfamide"	"médicaments néphrotoxiques"
"iloprost"	"antiagrégants plaquettaires"
"iloprost trometamol"	"antiagrégants plaquettaires"
"imatinib"	"inhibiteurs des tyrosine kinases"
"imatinib"	"substrats à risque du CYP3A4"
"imidapril"	"antihypertenseurs sauf alpha-bloquants"
"imidapril"	"hyperkaliémiants"
"imidapril"	"inhibiteurs de l'enzyme de conversion"
"imidapril"	"médicaments abaissant la pression artérielle"
"imipenem"	"pénems"
"imipramine"	"antidépresseurs imipraminiques"
"imipramine"	"médicaments abaissant le seuil épileptogène"
"imipramine"	"médicaments atropiniques"
"imipramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"imipramine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"imipramine"	"médicaments à l'origine d'une hypotension orthostatique"
"immunoglobuline de lapin anti-lymphocyte t humain"	"globulines antilymphocytaires"
"immunoglobulines equines antilymphocyte humain"	"globulines antilymphocytaires"
"indapamide"	"antihypertenseurs sauf alpha-bloquants"
"indapamide"	"diurétiques"
"indapamide"	"diurétiques hypokaliémiants"
"indapamide"	"diurétiques thiazidiques et apparentés"
"indapamide"	"hypokaliémiants"
"indapamide"	"hyponatrémiants"
"indapamide"	"médicaments abaissant la pression artérielle"
"indinavir"	"inhibiteurs de protéases boostés par ritonavir"
"indometacine"	"anti-inflammatoires non stéroïdiens"
"indometacine"	"hyperkaliémiants"
"indoramine"	"médicaments atropiniques"
"indoramine"	"médicaments sédatifs"
"infliximab"	"anti-TNF alpha"
"insuline"	"insuline"
"insuline asparte"	"insuline"
"insuline asparte isophane biphasique"	"insuline"
"insuline glargine"	"insuline"
"insuline humaine biosynthetique"	"insuline"
"insuline humaine biosynthetique zinc"	"insuline"
"insuline humaine hemisynthetique d'origine porcine"	"insuline"
"insuline humaine hemisynthetique isophane"	"insuline"
"insuline humaine hemisynthetique isophane biphasique"	"insuline"
"insuline humaine recombinante"	"insuline"
"insuline humaine recombinante isophane"	"insuline"
"insuline humaine recombinante isophane biphasique"	"insuline"
"insuline humaine recombinante zinc"	"insuline"
"insuline humaine recombinante zinc cristalline"	"insuline"
"insuline lispro"	"insuline"
"insuline porcine"	"insuline"
"iobitridol"	"médicaments néphrotoxiques"
"iobitridol"	"produits de contraste iodés"
"iodixanol"	"médicaments néphrotoxiques"
"iodixanol"	"produits de contraste iodés"
"iohexol"	"médicaments néphrotoxiques"
"iohexol"	"produits de contraste iodés"
"iomeprol"	"médicaments néphrotoxiques"
"iomeprol"	"produits de contraste iodés"
"iopamidol"	"médicaments néphrotoxiques"
"iopamidol"	"produits de contraste iodés"
"iopentol"	"médicaments néphrotoxiques"
"iopentol"	"produits de contraste iodés"
"iopromide"	"médicaments néphrotoxiques"
"iopromide"	"produits de contraste iodés"
"ioversol"	"médicaments néphrotoxiques"
"ioversol"	"produits de contraste iodés"
"ipratropium"	"médicaments atropiniques"
"iproniazide"	"IMAO irréversibles"
"iproniazide"	"médicaments à l'origine d'un syndrome sérotoninergique"
"irbesartan"	"antagonistes des récepteurs de l'angiotensine II"
"irbesartan"	"antihypertenseurs sauf alpha-bloquants"
"irbesartan"	"hyperkaliémiants"
"irbesartan"	"médicaments abaissant la pression artérielle"
"irinotecan"	"cytotoxiques"
"irinotecan"	"substrats à risque du CYP3A4"
"isepamicine"	"aminosides"
"isepamicine"	"médicaments néphrotoxiques"
"isepamicine"	"médicaments ototoxiques"
"isoflurane"	"anesthésiques volatils halogénés"
"isosorbide"	"dérivés nitrés et apparentés"
"isosorbide"	"médicaments à l'origine d'une hypotension orthostatique"
"isothipendyl"	"médicaments atropiniques"
"isothipendyl"	"médicaments sédatifs"
"isotretinoine"	"rétinoïdes"
"isradipine"	"antagonistes des canaux calciques"
"isradipine"	"antihypertenseurs sauf alpha-bloquants"
"isradipine"	"dihydropyridines"
"isradipine"	"médicaments abaissant la pression artérielle"
"itraconazole"	"antifongiques azolés"
"itraconazole"	"inhibiteurs puissants du CYP3A4"
"ivabradine"	"bradycardisants"
"josamycine"	"macrolides (sauf spiramycine)"
"kanamycine"	"aminosides"
"kanamycine"	"médicaments néphrotoxiques"
"kanamycine"	"médicaments ototoxiques"
"kaolin lourd"	"topiques gastro-intestinaux, antiacides et adsorbants"
"ketazolam"	"benzodiazépines et apparentés"
"ketazolam"	"médicaments sédatifs"
"ketoconazole"	"antabuse (réaction)"
"ketoconazole"	"antifongiques azolés"
"ketoconazole"	"inhibiteurs puissants du CYP3A4"
"ketoprofene"	"anti-inflammatoires non stéroïdiens"
